代號	名稱	標的代號	標的名稱	股數／單位數	投資比率(%)
98639222	元大10年期以上美元投資級公共事業電能債券ETF	US816851AP42	SEMPRA ENERGY 6% 10/15/2039		1.7
98639222	元大10年期以上美元投資級公共事業電能債券ETF	US209111EY58	CON EDISON CO OF NY INC 5.5% 12/01/2039		1.6
98639222	元大10年期以上美元投資級公共事業電能債券ETF	US15189XAT54	CENTERPOINT ENER HOUSTON 4.25% 02/01/2049		1.47
98639221	元大10年期以上美元投資級醫療保健債券ETF	USU11009AU88	BRISTOL-MYERS SQUIBB CO 5% 08/15/2045		7.51
98639221	元大10年期以上美元投資級醫療保健債券ETF	US126650CZ11	CVS HEALTH CORP 5.05% 03/25/2048		5.95
98639221	元大10年期以上美元投資級醫療保健債券ETF	US375558BD48	GILEAD SCIENCES INC 4.75% 03/01/2046		3.2
98639221	元大10年期以上美元投資級醫療保健債券ETF	US00287YBD04	ABBVIE INC 4.875% 11/14/2048		3.09
98639221	元大10年期以上美元投資級醫療保健債券ETF	US126650CY46	CVS 4.78 032538		3.01
98639220	元大10年期以上美元投資級銀行債券ETF	US38141GFD16	GOLDMAN SACHS GROUP INC 6.75% 10/01/2037		3.62
98639220	元大10年期以上美元投資級銀行債券ETF	US59022CAJ27	BANK OF AMERICA CORP 6.11% 01/29/2037		3.43
98639220	元大10年期以上美元投資級銀行債券ETF	US46647PAL04	JPMORGAN CHASE & CO 3.964% 11/15/2048		3.39
98639220	元大10年期以上美元投資級銀行債券ETF	US95000U2M49	WELLS FARGO & COMPANY 5.013% 04/04/2051		3.39
98639220	元大10年期以上美元投資級銀行債券ETF	US46625HHF01	JPMORGAN CHASE & CO 6.4% 05/15/2038		3.2
98639781	元大15年期以上新興市場主權債ETF	XS1959337749	P19QATAR1		5.3
98639781	元大15年期以上新興市場主權債ETF	US715638BM30	REPUBLIC OF PERU 5.625% 11/18/2050		4.98
98639781	元大15年期以上新興市場主權債ETF	XS1508675508	KSA 46		4.52
98639781	元大15年期以上新興市場主權債ETF	XS2155352748	P20QATAR1		4.48
98639781	元大15年期以上新興市場主權債ETF	XS1696899035	ABU DHABI GOVT INT`L 4.125% 10/11/2047		4.37
974066	元大2001	2330	台積電	270000	6.17
974066	元大2001	3624	光頡	2122000	6.15
974066	元大2001	6104	創惟	650000	6.02
974066	元大2001	8046	南電	264000	5.23
974066	元大2001	3035	智原	505000	5.2
98638953	元大20年期以上AAA至A級美元公司債券ETF	US023135BJ40	AMAZON.COM INC 4.05% 08/22/2047		1.38
98638953	元大20年期以上AAA至A級美元公司債券ETF	US61747YDY86	MORGAN STANLEY 4.3% 01/27/2045		1.24
98638953	元大20年期以上AAA至A級美元公司債券ETF	US38141GVS01	GOLDMAN SACHS GROUP INC 4.75% 10/21/2045		1.08
98638953	元大20年期以上AAA至A級美元公司債券ETF	US023135CB05	AMAZON.COM INC 3.1% 05/12/2051		1.05
98638953	元大20年期以上AAA至A級美元公司債券ETF	US822582BF88	SHELL INTERNATIONAL FIN 4.375% 05/11/2045		1.04
98638649	元大20年期以上BBB級美元公司債券ETF	US03522AAJ97	ANHEUSER-BUSCH CO/INBEV 4.9% 02/01/2046		2.56
98638649	元大20年期以上BBB級美元公司債券ETF	US126650CZ11	CVS HEALTH CORP 5.05% 03/25/2048		2.41
98638649	元大20年期以上BBB級美元公司債券ETF	US026874DA29	AMERICAN INTL GROUP 4.5% 07/16/2044		1.94
98638649	元大20年期以上BBB級美元公司債券ETF	US00206RCQ39	AT&T INC 4.75% 05/15/2046		1.73
98638649	元大20年期以上BBB級美元公司債券ETF	US036752AD58	ANTHEM INC 4.375% 12/01/2047		1.73
98638799	元大MSCI中國A股國際通ETF	CNE0000018R8	Kweichow Moutai Co Ltd		4.98
98638799	元大MSCI中國A股國際通ETF	CNE100003662	Contemporary Amperex Technology Co Ltd		2.95
98638799	元大MSCI中國A股國際通ETF	CNE000001B33	China Merchants Bank Co Ltd		2.26
98638799	元大MSCI中國A股國際通ETF	CNE000000VQ8	Wuliangye Yibin Co Ltd		1.63
98638799	元大MSCI中國A股國際通ETF	CNE000001G87	China Yangtze Power Co Ltd		1.15
98637236	元大上證50	CNE0000018R8	Kweichow Moutai Co Ltd		14.19
98637236	元大上證50	CNE000001B33	China Merchants Bank Co Ltd		7.58
98637236	元大上證50	CNE000001R84	Ping An Insurance Group Co of China Ltd		6.13
98637236	元大上證50	CNE100001FR6	LONGi Green Energy Technology Co Ltd		4.45
98637236	元大上證50	CNE000001QZ7	Industrial Bank Co Ltd		4.04
98638650	元大中國國債及政策性金融債3至5年期債券ETF	CND10003C5P8	CHINA DEVELOPMENT BANK 2.89% 06/22/2025		9.02
98638650	元大中國國債及政策性金融債3至5年期債券ETF	CND10003FSH9	CHINA DEVELOPMENT BANK 3.34% 07/14/2025		8.91
98638650	元大中國國債及政策性金融債3至5年期債券ETF	CND100045707	CHINA DEVELOPMENT BANK 3.3% 03/03/2026		8.66
98638650	元大中國國債及政策性金融債3至5年期債券ETF	CND10003R702	CHINA GOVERNMENT BOND 3.02% 10/22/2025		8.4
98638650	元大中國國債及政策性金融債3至5年期債券ETF	CND100031JZ0	CHINA GOVERNMENT BOND 1.99% 04/09/2025		8.37
98637235	元大中國平衡-新台幣	HK0000536356	AGRICUL DEV BANK CHINA 3.4% 11/06/2024		5.81
98637235	元大中國平衡-新台幣	HK0000274073	CHINA GOVERNMENT BOND 4% 11/30/2035		5.31
98637235	元大中國平衡-新台幣	HK0000777802	CHINA GOVERNMENT BOND 2.5% 09/27/2026		4.76
98637235	元大中國平衡-新台幣	HK0000622446	CHINA GOVERNMENT BOND 2.2% 07/27/2025		4.73
98637235	元大中國平衡-新台幣	CNE100003662	Contemporary Amperex Technology Co Ltd		3.05
98638531	元大亞太優質高股息100指數-新台幣A類型不配息	JP3633400001	TOYOTA MOTOR CORP		2.75
98638531	元大亞太優質高股息100指數-新台幣A類型不配息	JP3735400008	NIPPON TELEGRAPH & TELEPHONE		2.56
98638531	元大亞太優質高股息100指數-新台幣A類型不配息	AU000000CBA7	COMMONWEALTH BANK OF AUSTRAL		2.52
98638531	元大亞太優質高股息100指數-新台幣A類型不配息	JP3732000009	SOFTBANK CORP		2.26
98638531	元大亞太優質高股息100指數-新台幣A類型不配息	JP3902900004	MITSUBISHI UFJ FINANCIAL GRO		2.13
98636785	元大亞太成長	JP3571400005	TOKYO ELECTRON LTD		6.73
98636785	元大亞太成長	JP3735000006	JEOL LTD		5.74
98636785	元大亞太成長	JP3979200007	LASERTEC CORP		5.03
98636785	元大亞太成長	CNE100003RN6	StarPower Semiconductor Ltd		4.77
98636785	元大亞太成長	ID1000136708	BANK JAGO TBK PT		4.42
98637309	元大亞太政府公債指數-新台幣A類型不配息	KR10350271C8	KOREA TREASURY BOND 4% 12/10/2031		6.26
98637309	元大亞太政府公債指數-新台幣A類型不配息	IDG000012907	INDONESIA GOVERNMENT 8.25% 05/15/2029		6.22
98637309	元大亞太政府公債指數-新台幣A類型不配息	HK0000427838	CHINA GOVERNMENT BOND 3.8% 07/09/2023		4.13
98637309	元大亞太政府公債指數-新台幣A類型不配息	HK0000622446	CHINA GOVERNMENT BOND 2.2% 07/27/2025		4.03
98637309	元大亞太政府公債指數-新台幣A類型不配息	NZGOVDT425C5	NEW ZEALAND GOVERNMENT 2.75% 04/15/2025		3.66
98636826	元大全球ETF成長組合	US4642872000	ISHARES CORE S&P 500 ETF	15235	21.03
98636826	元大全球ETF成長組合	US46090E1038	INVESCO QQQ TRUST SERIES 1	13000	14.19
98636826	元大全球ETF成長組合	US46435G3267	ISHARES CORE MSCI DEV MKTS	48000	9.53
98636826	元大全球ETF成長組合	US81369Y8865	UTILITIES SELECT SECTOR SPDR	26400	5.64
98636826	元大全球ETF成長組合	US9229087369	VANGUARD GROWTH ETF	5800	5.06
98636726	元大全球ETF穩健組合-新台幣A類型	US4642872000	ISHARES CORE S&P 500 ETF	9400	10.52
98636726	元大全球ETF穩健組合-新台幣A類型	US46434V6130	ISHARES CORE TOTAL BOND ETF	62700	8.16
98636726	元大全球ETF穩健組合-新台幣A類型	US9219438580	VANGUARD FTSE DEVELOPED ETF	63300	7.71
98636726	元大全球ETF穩健組合-新台幣A類型	US78462F1030	SPDR S&P 500 ETF TRUST	6500	7.24
98636726	元大全球ETF穩健組合-新台幣A類型	US46429B6974	ISHARES MSCI USA MIN VOL FAC	36100	6.79
98636784	元大全球不動產證券化-新台幣A類型不配息	JP3893200000	MITSUI FUDOSAN CO LTD		8.53
98636784	元大全球不動產證券化-新台幣A類型不配息	US74340W1036	PROLOGIS INC		7.8
98636784	元大全球不動產證券化-新台幣A類型不配息	US2644115055	DUKE REALTY CORP		6.44
98636784	元大全球不動產證券化-新台幣A類型不配息	US29444U7000	EQUINIX INC		5.35
98636784	元大全球不動產證券化-新台幣A類型不配息	US8288061091	SIMON PROPERTY GROUP INC		4.7
98639123	元大全球人工智慧ETF	US4581401001	INTEL CORP		9.16
98639123	元大全球人工智慧ETF	US02079K1079	ALPHABET INC-CL C		8.89
98639123	元大全球人工智慧ETF	US67066G1040	NVIDIA CORP		7.8
98639123	元大全球人工智慧ETF	US30303M1027	META PLATFORMS INC-CLASS A		6.24
98639123	元大全球人工智慧ETF	US0079031078	ADVANCED MICRO DEVICES		4.9
98636921	元大全球公用能源效率-新台幣A類型不配息	US65339F1012	NEXTERA ENERGY INC		7.64
98636921	元大全球公用能源效率-新台幣A類型不配息	US8425871071	SOUTHERN CO/THE		5.24
98636921	元大全球公用能源效率-新台幣A類型不配息	US25746U1097	DOMINION ENERGY INC		5.11
98636921	元大全球公用能源效率-新台幣A類型不配息	US8168511090	SEMPRA ENERGY		4.57
98636921	元大全球公用能源效率-新台幣A類型不配息	US26441C2044	DUKE ENERGY CORP		4.55
98636878	元大全球地產建設入息-新台幣A類型不配息	US16411R2085	CHENIERE ENERGY INC		7.37
98636878	元大全球地產建設入息-新台幣A類型不配息	US74340W1036	PROLOGIS INC		6.65
98636878	元大全球地產建設入息-新台幣A類型不配息	JP3893200000	MITSUI FUDOSAN CO LTD		5.42
98636878	元大全球地產建設入息-新台幣A類型不配息	US2644115055	DUKE REALTY CORP		4.96
98636878	元大全球地產建設入息-新台幣A類型不配息	US29444U7000	EQUINIX INC		3.45
98636812	元大全球新興市場精選組合	LU0047713382	BlackRock Global Fund - Emerging Markets Fund A2 USD	82842.73	22.18
98636812	元大全球新興市場精選組合	LU0048575426	Fidelity Funds-Emerging Markets Fund	103066.87	21.56
98636812	元大全球新興市場精選組合	LU0053685615	JPMorgan Funds - Emerging Markets Equity Fund - JPM Emerging Markets Equity A (dist) - USD	64169.239	17.62
98636812	元大全球新興市場精選組合	US81369Y5069	ENERGY SELECT SECTOR SPDR	16100	7.04
98636812	元大全球新興市場精選組合	LU0269904917	Schroder ISF Global Emerging Market Opportunities A Accumulation	53473.12	6.78
98639705	元大全球未來通訊ETF	US0378331005	APPLE INC		8.78
98639705	元大全球未來通訊ETF	US11135F1012	BROADCOM INC		8.23
98639705	元大全球未來通訊ETF	US17275R1023	CISCO SYSTEMS INC		7.81
98639705	元大全球未來通訊ETF	2330	台積電	676000	7.74
98639705	元大全球未來通訊ETF	US7475251036	QUALCOMM INC		7.33
98639979	元大全球未來關鍵科技ETF	US7475251036	QUALCOMM INC		7.53
98639979	元大全球未來關鍵科技ETF	JP3571400005	TOKYO ELECTRON LTD		6.37
98639979	元大全球未來關鍵科技ETF	2454	聯發科	363000	6.23
98639979	元大全球未來關鍵科技ETF	US0382221051	APPLIED MATERIALS INC		6.13
98639979	元大全球未來關鍵科技ETF	2330	台積電	631000	6.03
98637797	元大全球股票入息-新台幣A類型不配息	US7427181091	PROCTER & GAMBLE CO/THE		5.49
98637797	元大全球股票入息-新台幣A類型不配息	US5949181045	MICROSOFT CORP		4.87
98637797	元大全球股票入息-新台幣A類型不配息	US7134481081	PEPSICO INC		4.5
98637797	元大全球股票入息-新台幣A類型不配息	US46625H1005	JPMORGAN CHASE & CO		4.03
98637797	元大全球股票入息-新台幣A類型不配息	US0378331005	APPLE INC		3.68
98636983	元大全球農業商機	CA67077M1086	NUTRIEN LTD		8.48
98636983	元大全球農業商機	US3024913036	FMC CORP		8.07
98636983	元大全球農業商機	US22052L1044	CORTEVA INC		7.98
98636983	元大全球農業商機	US1252691001	CF INDUSTRIES HOLDINGS INC		7.72
98636983	元大全球農業商機	US98978V1035	ZOETIS INC		6.43
92026219	元大卓越	2330	台積電	621248	7.26
92026219	元大卓越	3037	欣興	1194000	5.87
92026219	元大卓越	6271	同欣電	944000	5.26
92026219	元大卓越	8299	群聯	480000	4.74
92026219	元大卓越	2454	聯發科	218000	4.58
98637086	元大印尼指數	ID1000109507	BANK CENTRAL ASIA TBK PT		23.55
98637086	元大印尼指數	ID1000118201	BANK RAKYAT INDONESIA PERSER		16.37
98637086	元大印尼指數	ID1000129000	TELKOM INDONESIA PERSERO TBK		11.34
98637086	元大印尼指數	ID1000095003	BANK MANDIRI PERSERO TBK PT		7.58
98637086	元大印尼指數	ID1000122807	ASTRA INTERNATIONAL TBK PT		6.19
98637026	元大印度	INE002A01018	RELIANCE INDUSTRIES LTD		9.07
98637026	元大印度	INE009A01021	INFOSYS LTD		8.69
98637026	元大印度	INE090A01021	ICICI BANK LTD		7.41
98637026	元大印度	INE467B01029	TATA CONSULTANCY SVCS LTD		5.65
98637026	元大印度	INE001A01036	HOUSING DEVELOPMENT FINANCE		3.91
98636890	元大台商收成	2317	鴻海	298123	15.26
98636890	元大台商收成	1303	南亞	156621	6.82
98636890	元大台商收成	2308	台達電	53128	6.51
98636890	元大台商收成	5871	中租-KY	38599	4.81
98636890	元大台商收成	3711	日月光投控	95412	4.71
98636817	元大台灣中型100	2883	開發金	1883990	4.59
98636817	元大台灣中型100	2890	永豐金	1266171	2.78
98636817	元大台灣中型100	3481	群創	1096277	2.36
98636817	元大台灣中型100	2301	光寶科	257038	2.26
98636817	元大台灣中型100	2888	新光金	1541274	2.23
98636708	元大台灣加權股價指數	2330	台積電	2226720	22.18
98636708	元大台灣加權股價指數	2454	聯發科	136071	2.43
98636708	元大台灣加權股價指數	2317	鴻海	1156000	1.96
98636708	元大台灣加權股價指數	6505	台塑化	830326	1.34
98636708	元大台灣加權股價指數	2881	富邦金	1036276	1.28
98636601	元大台灣卓越50	2330	台積電	143805344	47.58
98636601	元大台灣卓越50	2454	聯發科	8860876	5.27
98636601	元大台灣卓越50	2317	鴻海	71465566	4.03
98636601	元大台灣卓越50	2303	聯電	69778281	1.99
98636601	元大台灣卓越50	2308	台達電	12938013	1.75
98639403	元大台灣卓越50ETF連結-新台幣A類型不配息	98764389	元大台灣卓越50基金	24954000	92.36
98636891	元大台灣金融	2881	富邦金	3167726	12.14
98636891	元大台灣金融	2891	中信金	7750227	10.74
98636891	元大台灣金融	2882	國泰金	3305734	10.51
98636891	元大台灣金融	2886	兆豐金	4552335	8.74
98636891	元大台灣金融	2884	玉山金	5028556	7.56
98636889	元大台灣電子科技	2330	台積電	238754	43.08
98636889	元大台灣電子科技	2454	聯發科	13611	4.41
98636889	元大台灣電子科技	2317	鴻海	127473	3.92
98636889	元大台灣電子科技	2412	中華電	70710	2.63
98636889	元大台灣電子科技	2303	聯電	119586	1.86
98636930	元大台灣高股息	2603	長榮	62466379	7.65
98636930	元大台灣高股息	1102	亞泥	119492684	4.6
98636930	元大台灣高股息	2347	聯強	73572364	4.51
98636930	元大台灣高股息	2002	中鋼	145386772	4.47
98636930	元大台灣高股息	2357	華碩	13528502	4.29
98639401	元大台灣高股息ETF連結-新台幣A類型不配息	48966213	元大台灣高股息基金	40271000	95.09
98638477	元大台灣高股息低波動ETF	2886	兆豐金	27039000	10.3
98638477	元大台灣高股息低波動ETF	2912	統一超	3438000	9.11
98638477	元大台灣高股息低波動ETF	2892	第一金	31997790	8.33
98638477	元大台灣高股息低波動ETF	3045	台灣大	6249000	6.55
98638477	元大台灣高股息低波動ETF	1216	統一	7393000	5.03
98639886	元大台灣高股息優質龍頭-新台幣A類型不配息	2330	台積電	4488000	7.75
98639886	元大台灣高股息優質龍頭-新台幣A類型不配息	2454	聯發科	1660000	5.15
98639886	元大台灣高股息優質龍頭-新台幣A類型不配息	6488	環球晶	2582000	5.08
98639886	元大台灣高股息優質龍頭-新台幣A類型不配息	3037	欣興	6575000	4.77
98639886	元大台灣高股息優質龍頭-新台幣A類型不配息	2303	聯電	25109000	3.74
92001765	元大多多	3189	景碩	302000	7.77
92001765	元大多多	2330	台積電	88000	6.02
92001765	元大多多	8046	南電	90000	5.34
92001765	元大多多	3529	力旺	25000	5.23
92001765	元大多多	6488	環球晶	58000	4.52
1032058	元大多福	2330	台積電	440000	7.13
1032058	元大多福	2454	聯發科	180000	5.24
1032058	元大多福	3665	貿聯-KY	580000	4.65
1032058	元大多福	3037	欣興	580000	3.95
1032058	元大多福	8046	南電	280000	3.94
98637632	元大大中華TMT-新台幣	CNE100003662	Contemporary Amperex Technology Co Ltd		4.47
98637632	元大大中華TMT-新台幣	CNE100002BR3	Yunnan Energy New Material Co Ltd		3.57
98637632	元大大中華TMT-新台幣	CNE000000XP6	Anhui Zhongding Sealing Parts Co Ltd		3.3
98637632	元大大中華TMT-新台幣	3529	力旺	13000	3.22
98637632	元大大中華TMT-新台幣	2330	台積電	39000	3.16
98637005	元大大中華價值指數-新台幣	KYG017191142	ALIBABA GROUP HOLDING LTD		8.5
98637005	元大大中華價值指數-新台幣	HK0000123577	CHINAAMC ETF SERIES - CH-HKD	172400	7.61
98637005	元大大中華價值指數-新台幣	HK0000069689	AIA GROUP LTD		5.58
98637005	元大大中華價值指數-新台幣	KYG875721634	TENCENT HOLDINGS LTD		3.55
98637005	元大大中華價值指數-新台幣	CNE1000002H1	CHINA CONSTRUCTION BANK-H		3.48
98637112	元大富櫃50	6488	環球晶	36607	7.83
98637112	元大富櫃50	4966	譜瑞-KY	12220	7.23
98637112	元大富櫃50	8069	元太	152072	6.97
98637112	元大富櫃50	3105	穩懋	71134	6.68
98637112	元大富櫃50	3529	力旺	11608	6.66
98639405	元大富櫃50ETF連結-新台幣A類型不配息	26282102	元大富櫃50基金	5546000	92.85
98638654	元大實質多重資產-新台幣	US81369Y5069	ENERGY SELECT SECTOR SPDR	8400	4.34
98638654	元大實質多重資產-新台幣	NO0005052605	NORSK HYDRO ASA		3.95
98638654	元大實質多重資產-新台幣	CA67077M1086	NUTRIEN LTD		3.59
98638654	元大實質多重資產-新台幣	US65339F1012	NEXTERA ENERGY INC		3.14
98638654	元大實質多重資產-新台幣	US2644115055	DUKE REALTY CORP		2.89
98637084	元大巴西指數	BRVALEACNOR0	VALE SA		18.29
98637084	元大巴西指數	BRPETRACNPR6	PETROBRAS - PETROLEO BRAS-PR		7.81
98637084	元大巴西指數	BRPETRACNOR9	PETROBRAS - PETROLEO BRAS		6.53
98637084	元大巴西指數	BRITUBACNPR1	ITAU UNIBANCO HOLDING S-PREF		5.96
98637084	元大巴西指數	BRBBDCACNPR8	BANCO BRADESCO SA-PREF		4.76
20080023	元大店頭	8069	元太	711000	7.84
20080023	元大店頭	3529	力旺	50000	6.9
20080023	元大店頭	3105	穩懋	228000	5.15
20080023	元大店頭	5483	中美晶	370000	5.03
20080023	元大店頭	8255	朋程	282000	4.71
98637148	元大摩臺	2330	台積電	557022	43.26
98637148	元大摩臺	2454	聯發科	34662	4.84
